year,month,circle,type_of_connection,service_provider,value,notes
2025,January,Kolkata,wireless,Vodafone Idea,4905270,
2025,January,Madhya Pradesh,wireless,Vodafone Idea,13784241,
2025,January,Maharashtra,wireless,Vodafone Idea,20513105,
2025,January,Mumbai,wireless,Vodafone Idea,10682247,
2025,January,North East,wireless,Vodafone Idea,649714,
2025,January,Odisha,wireless,Vodafone Idea,1384864,
2025,January,Punjab,wireless,Vodafone Idea,6077318,
2025,January,Rajasthan,wireless,Vodafone Idea,9219961,
2025,January,Tamil Nadu,wireless,Vodafone Idea,14854350,
2025,January,Uttar Pradesh (East),wireless,Vodafone Idea,15975202,
2025,January,Uttar Pradesh (West),wireless,Vodafone Idea,14446899,
2025,January,West Bengal,wireless,Vodafone Idea,11742282,
2025,January,All India,wireless,Vodafone Idea,205920830,
2025,January,Andhra Pradesh,wireless,BSNL,6870976,
2025,January,Assam,wireless,BSNL,2974004,
2025,January,Bihar,wireless,BSNL,5972157,
2025,January,Delhi,wireless,BSNL,,
2025,January,Gujarat,wireless,BSNL,3310773,
2025,January,Haryana,wireless,BSNL,4188584,
2025,January,Himachal Pradesh,wireless,BSNL,1668449,
2025,January,Jammu and Kashmir,wireless,BSNL,869359,
2025,January,Karnataka,wireless,BSNL,4564330,
2025,January,Kerala,wireless,BSNL,8743507,
2025,January,Kolkata,wireless,BSNL,1460493,
2025,January,Madhya Pradesh,wireless,BSNL,5146819,
2025,January,Maharashtra,wireless,BSNL,5428930,
2025,January,Mumbai,wireless,BSNL,,
2025,January,North East,wireless,BSNL,1286014,
2025,January,Odisha,wireless,BSNL,5577316,
2025,January,Punjab,wireless,BSNL,4092355,
2025,January,Rajasthan,wireless,BSNL,5614566,
2025,January,Tamil Nadu,wireless,BSNL,7775426,
2025,January,Uttar Pradesh (East),wireless,BSNL,8195114,
2025,January,Uttar Pradesh (West),wireless,BSNL,5158043,
2025,January,West Bengal,wireless,BSNL,2680341,
2025,January,All India,wireless,BSNL,91577556,
2025,January,Andhra Pradesh,wireless,MTNL,,
2025,January,Assam,wireless,MTNL,,
2025,January,Bihar,wireless,MTNL,,
2025,January,Delhi,wireless,MTNL,789583,
2025,January,Gujarat,wireless,MTNL,,
2025,January,Haryana,wireless,MTNL,,
2025,January,Himachal Pradesh,wireless,MTNL,,
2025,January,Jammu and Kashmir,wireless,MTNL,,
2025,January,Karnataka,wireless,MTNL,,
2025,January,Kerala,wireless,MTNL,,
2025,January,Kolkata,wireless,MTNL,,
2025,January,Madhya Pradesh,wireless,MTNL,,
2025,January,Maharashtra,wireless,MTNL,,
2025,January,Mumbai,wireless,MTNL,212730,
2025,January,North East,wireless,MTNL,,
2025,January,Odisha,wireless,MTNL,,
2025,January,Punjab,wireless,MTNL,,
2025,January,Rajasthan,wireless,MTNL,,
2025,January,Tamil Nadu,wireless,MTNL,,
2025,January,Uttar Pradesh (East),wireless,MTNL,,
2025,January,Uttar Pradesh (West),wireless,MTNL,,
2025,January,West Bengal,wireless,MTNL,,
2025,January,All India,wireless,MTNL,1002313,
2025,January,Andhra Pradesh,wireless,Reliance Jio,31814143,
2025,January,Assam,wireless,Reliance Jio,9716277,
2025,January,Bihar,wireless,Reliance Jio,41054184,
2025,January,Delhi,wireless,Reliance Jio,19699756,
2025,January,Gujarat,wireless,Reliance Jio,29884152,
2025,January,Haryana,wireless,Reliance Jio,8313864,
2025,January,Himachal Pradesh,wireless,Reliance Jio,3216554,
2025,January,Jammu and Kashmir,wireless,Reliance Jio,4879387,
2025,January,Karnataka,wireless,Reliance Jio,24561452,
2025,January,Kerala,wireless,Reliance Jio,10710707,
2025,January,Kolkata,wireless,Reliance Jio,10667894,
2025,January,Madhya Pradesh,wireless,Reliance Jio,44530127,
2025,January,Maharashtra,wireless,Reliance Jio,42273388,
2025,January,Mumbai,wireless,Reliance Jio,12943616,
2025,January,North East,wireless,Reliance Jio,4254085,
2025,January,Odisha,wireless,Reliance Jio,15706581,
2025,January,Punjab,wireless,Reliance Jio,11299809,
2025,January,Rajasthan,wireless,Reliance Jio,26245012,
2025,January,Tamil Nadu,wireless,Reliance Jio,24639667,
2025,January,Uttar Pradesh (East),wireless,Reliance Jio,41139830,
2025,January,Uttar Pradesh (West),wireless,Reliance Jio,24143459,
2025,January,West Bengal,wireless,Reliance Jio,24130088,
2025,January,All India,wireless,Reliance Jio,465824032,
2024,December,Andhra Pradesh,wireless,Bharti Airtel (Including Tata Tele.),33765442,
2024,December,Assam,wireless,Bharti Airtel (Including Tata Tele.),11914048,
2024,December,Bihar,wireless,Bharti Airtel (Including Tata Tele.),40498909,
2024,December,Delhi,wireless,Bharti Airtel (Including Tata Tele.),18434020,
2024,December,Gujarat,wireless,Bharti Airtel (Including Tata Tele.),12206886,
2024,December,Haryana,wireless,Bharti Airtel (Including Tata Tele.),7061216,
2024,December,Himachal Pradesh,wireless,Bharti Airtel (Including Tata Tele.),3548882,
2024,December,Jammu and Kashmir,wireless,Bharti Airtel (Including Tata Tele.),6108668,
2024,December,Karnataka,wireless,Bharti Airtel (Including Tata Tele.),32177739,
2024,December,Kerala,wireless,Bharti Airtel (Including Tata Tele.),8816703,
2024,December,Kolkata,wireless,Bharti Airtel (Including Tata Tele.),5445207,
2024,December,Madhya Pradesh,wireless,Bharti Airtel (Including Tata Tele.),16404356,
2024,December,Maharashtra,wireless,Bharti Airtel (Including Tata Tele.),22368784,
2024,December,Mumbai,wireless,Bharti Airtel (Including Tata Tele.),10066642,
2024,December,North East,wireless,Bharti Airtel (Including Tata Tele.),6265788,
2024,December,Odisha,wireless,Bharti Airtel (Including Tata Tele.),11737705,
2024,December,Punjab,wireless,Bharti Airtel (Including Tata Tele.),12356021,
2024,December,Rajasthan,wireless,Bharti Airtel (Including Tata Tele.),23075588,
2024,December,Tamil Nadu,wireless,Bharti Airtel (Including Tata Tele.),29881079,
2024,December,Uttar Pradesh (East),wireless,Bharti Airtel (Including Tata Tele.),36232989,
2024,December,Uttar Pradesh (West),wireless,Bharti Airtel (Including Tata Tele.),18725821,
2024,December,West Bengal,wireless,Bharti Airtel (Including Tata Tele.),18214477,
2024,December,All India,wireless,Bharti Airtel (Including Tata Tele.),385306970,
2024,December,Andhra Pradesh,wireless,Reliance Communications,0,
2024,December,Assam,wireless,Reliance Communications,0,
2024,December,Bihar,wireless,Reliance Communications,1,
2024,December,Delhi,wireless,Reliance Communications,20,
2024,December,Gujarat,wireless,Reliance Communications,0,
2024,December,Haryana,wireless,Reliance Communications,0,
2024,December,Himachal Pradesh,wireless,Reliance Communications,0,
2024,December,Jammu and Kashmir,wireless,Reliance Communications,0,
2024,December,Karnataka,wireless,Reliance Communications,339,
2024,December,Kerala,wireless,Reliance Communications,0,
2024,December,Kolkata,wireless,Reliance Communications,0,
2024,December,Madhya Pradesh,wireless,Reliance Communications,0,
2024,December,Maharashtra,wireless,Reliance Communications,0,
2024,December,Mumbai,wireless,Reliance Communications,31,
2024,December,North East,wireless,Reliance Communications,0,
2024,December,Odisha,wireless,Reliance Communications,0,
2024,December,Punjab,wireless,Reliance Communications,9,
2024,December,Rajasthan,wireless,Reliance Communications,81,
2024,December,Tamil Nadu,wireless,Reliance Communications,0,
2024,December,Uttar Pradesh (East),wireless,Reliance Communications,0,
2024,December,Uttar Pradesh (West),wireless,Reliance Communications,0,
2024,December,West Bengal,wireless,Reliance Communications,11,
2024,December,All India,wireless,Reliance Communications,492,
2024,December,Andhra Pradesh,wireless,Vodafone Idea,10031734,
2024,December,Assam,wireless,Vodafone Idea,1438865,
2024,December,Bihar,wireless,Vodafone Idea,7485493,
2024,December,Delhi,wireless,Vodafone Idea,16743346,
2024,December,Gujarat,wireless,Vodafone Idea,19683954,
2024,December,Haryana,wireless,Vodafone Idea,6402674,
2024,December,Himachal Pradesh,wireless,Vodafone Idea,377601,
2024,December,Jammu and Kashmir,wireless,Vodafone Idea,262621,
2024,December,Karnataka,wireless,Vodafone Idea,6599552,
2024,December,Kerala,wireless,Vodafone Idea,13026138,
2024,December,Kolkata,wireless,Vodafone Idea,4955745,
2024,December,Madhya Pradesh,wireless,Vodafone Idea,13967009,
2024,December,Maharashtra,wireless,Vodafone Idea,20708127,
2024,December,Mumbai,wireless,Vodafone Idea,10680874,
2024,December,North East,wireless,Vodafone Idea,659058,
2024,December,Odisha,wireless,Vodafone Idea,1378440,
2024,December,Punjab,wireless,Vodafone Idea,6103807,
2024,December,Rajasthan,wireless,Vodafone Idea,9306909,
2024,December,Tamil Nadu,wireless,Vodafone Idea,14935646,
2024,December,Uttar Pradesh (East),wireless,Vodafone Idea,16025137,
2024,December,Uttar Pradesh (West),wireless,Vodafone Idea,14547059,
2024,December,West Bengal,wireless,Vodafone Idea,11939342,
2024,December,All India,wireless,Vodafone Idea,207259131,
2024,December,Andhra Pradesh,wireless,BSNL,6825411,
2024,December,Assam,wireless,BSNL,2992345,
2024,December,Bihar,wireless,BSNL,5966507,
2024,December,Delhi,wireless,BSNL,,
2024,December,Gujarat,wireless,BSNL,3318309,
2024,December,Haryana,wireless,BSNL,4159824,
2024,December,Himachal Pradesh,wireless,BSNL,1666376,
2024,December,Jammu and Kashmir,wireless,BSNL,872157,
2024,December,Karnataka,wireless,BSNL,4571164,
2024,December,Kerala,wireless,BSNL,8730042,
2024,December,Kolkata,wireless,BSNL,1468367,
2024,December,Madhya Pradesh,wireless,BSNL,5134063,
2024,December,Maharashtra,wireless,BSNL,5470925,
2024,December,Mumbai,wireless,BSNL,,
2024,December,North East,wireless,BSNL,1288497,
2024,December,Odisha,wireless,BSNL,5573321,
2024,December,Punjab,wireless,BSNL,4097230,
2024,December,Rajasthan,wireless,BSNL,5612098,
2024,December,Tamil Nadu,wireless,BSNL,7725571,
2024,December,Uttar Pradesh (East),wireless,BSNL,8347061,
2024,December,Uttar Pradesh (West),wireless,BSNL,5220879,
2024,December,West Bengal,wireless,BSNL,2689590,
2024,December,All India,wireless,BSNL,91729737,
2024,December,Andhra Pradesh,wireless,BSNL (VNOs),,
2024,December,Assam,wireless,BSNL (VNOs),,
2024,December,Bihar,wireless,BSNL (VNOs),,
2024,December,Delhi,wireless,BSNL (VNOs),,
2024,December,Gujarat,wireless,BSNL (VNOs),,
2024,December,Haryana,wireless,BSNL (VNOs),,
2024,December,Himachal Pradesh,wireless,BSNL (VNOs),,
2024,December,Jammu and Kashmir,wireless,BSNL (VNOs),,
2024,December,Karnataka,wireless,BSNL (VNOs),,
2024,December,Kerala,wireless,BSNL (VNOs),,
2024,December,Kolkata,wireless,BSNL (VNOs),,
2024,December,Madhya Pradesh,wireless,BSNL (VNOs),,
2024,December,Maharashtra,wireless,BSNL (VNOs),,
2024,December,Mumbai,wireless,BSNL (VNOs),,
2024,December,North East,wireless,BSNL (VNOs),,
2024,December,Odisha,wireless,BSNL (VNOs),,
2024,December,Punjab,wireless,BSNL (VNOs),,
2024,December,Rajasthan,wireless,BSNL (VNOs),,
2024,December,Tamil Nadu,wireless,BSNL (VNOs),217484,
2024,December,Uttar Pradesh (East),wireless,BSNL (VNOs),,
2024,December,Uttar Pradesh (West),wireless,BSNL (VNOs),,
2024,December,West Bengal,wireless,BSNL (VNOs),,
2024,December,All India,wireless,BSNL (VNOs),217484,
2024,December,Andhra Pradesh,wireless,MTNL,,
2024,December,Assam,wireless,MTNL,,
2024,December,Bihar,wireless,MTNL,,
2024,December,Delhi,wireless,MTNL,789707,
2024,December,Gujarat,wireless,MTNL,,
2024,December,Haryana,wireless,MTNL,,
2024,December,Himachal Pradesh,wireless,MTNL,,
2024,December,Jammu and Kashmir,wireless,MTNL,,
2024,December,Karnataka,wireless,MTNL,,
2024,December,Kerala,wireless,MTNL,,
2024,December,Kolkata,wireless,MTNL,,
2024,December,Madhya Pradesh,wireless,MTNL,,
2024,December,Maharashtra,wireless,MTNL,,
2024,December,Mumbai,wireless,MTNL,215223,
2024,December,North East,wireless,MTNL,,
2024,December,Odisha,wireless,MTNL,,
2024,December,Punjab,wireless,MTNL,,
2024,December,Rajasthan,wireless,MTNL,,
2024,December,Tamil Nadu,wireless,MTNL,,
2024,December,Uttar Pradesh (East),wireless,MTNL,,
2024,December,Uttar Pradesh (West),wireless,MTNL,,
2024,December,West Bengal,wireless,MTNL,,
2024,December,All India,wireless,MTNL,1004930,
2024,December,Andhra Pradesh,wireless,Reliance Jio,31886092,
2024,December,Assam,wireless,Reliance Jio,9732446,
2024,December,Bihar,wireless,Reliance Jio,40913517,
2024,December,Delhi,wireless,Reliance Jio,19758105,
2024,December,Gujarat,wireless,Reliance Jio,29756241,
2024,December,Haryana,wireless,Reliance Jio,8323953,
2024,December,Himachal Pradesh,wireless,Reliance Jio,3232447,
2024,December,Jammu and Kashmir,wireless,Reliance Jio,4912848,
2024,December,Karnataka,wireless,Reliance Jio,24526175,
2024,December,Kerala,wireless,Reliance Jio,10715701,
2024,December,Kolkata,wireless,Reliance Jio,10690464,
2024,December,Madhya Pradesh,wireless,Reliance Jio,44314875,
2024,December,Maharashtra,wireless,Reliance Jio,42278780,
2024,December,Mumbai,wireless,Reliance Jio,12813324,
2024,December,North East,wireless,Reliance Jio,4229026,
2024,December,Odisha,wireless,Reliance Jio,15656632,
2024,December,Punjab,wireless,Reliance Jio,11351048,
2024,December,Rajasthan,wireless,Reliance Jio,26319086,
2024,December,Tamil Nadu,wireless,Reliance Jio,24641143,
2024,December,Uttar Pradesh (East),wireless,Reliance Jio,40858553,
2024,December,Uttar Pradesh (West),wireless,Reliance Jio,24093676,
2024,December,West Bengal,wireless,Reliance Jio,24133757,
2024,December,All India,wireless,Reliance Jio,465137889,
2024,November,Andhra Pradesh,wireless,Bharti Airtel (Including Tata Tele.),33686681,
2024,November,Assam,wireless,Bharti Airtel (Including Tata Tele.),11886126,
2024,November,Bihar,wireless,Bharti Airtel (Including Tata Tele.),40510920,
2024,November,Delhi,wireless,Bharti Airtel (Including Tata Tele.),18362907,
2024,November,Gujarat,wireless,Bharti Airtel (Including Tata Tele.),12139442,
2024,November,Haryana,wireless,Bharti Airtel (Including Tata Tele.),7036790,
2024,November,Himachal Pradesh,wireless,Bharti Airtel (Including Tata Tele.),3545058,
2024,November,Jammu and Kashmir,wireless,Bharti Airtel (Including Tata Tele.),6100700,
2024,November,Karnataka,wireless,Bharti Airtel (Including Tata Tele.),32123159,
2024,November,Kerala,wireless,Bharti Airtel (Including Tata Tele.),8792441,
2024,November,Kolkata,wireless,Bharti Airtel (Including Tata Tele.),5448616,
2024,November,Madhya Pradesh,wireless,Bharti Airtel (Including Tata Tele.),16305289,
2024,November,Maharashtra,wireless,Bharti Airtel (Including Tata Tele.),22291217,
2024,November,Mumbai,wireless,Bharti Airtel (Including Tata Tele.),10017055,
2024,November,North East,wireless,Bharti Airtel (Including Tata Tele.),6255114,
2024,November,Odisha,wireless,Bharti Airtel (Including Tata Tele.),11719282,
2024,November,Punjab,wireless,Bharti Airtel (Including Tata Tele.),12322078,
2024,November,Rajasthan,wireless,Bharti Airtel (Including Tata Tele.),22981843,
2024,November,Tamil Nadu,wireless,Bharti Airtel (Including Tata Tele.),29787706,
2024,November,Uttar Pradesh (East),wireless,Bharti Airtel (Including Tata Tele.),36139722,
2024,November,Uttar Pradesh (West),wireless,Bharti Airtel (Including Tata Tele.),18666890,
2024,November,West Bengal,wireless,Bharti Airtel (Including Tata Tele.),18154925,
2024,November,All India,wireless,Bharti Airtel (Including Tata Tele.),384273961,
2024,November,Andhra Pradesh,wireless,Reliance Communications,,
2024,November,Assam,wireless,Reliance Communications,,
2024,November,Bihar,wireless,Reliance Communications,,
2024,November,Delhi,wireless,Reliance Communications,1,
2024,November,Gujarat,wireless,Reliance Communications,16,
2024,November,Haryana,wireless,Reliance Communications,,
2024,November,Himachal Pradesh,wireless,Reliance Communications,,
2024,November,Jammu and Kashmir,wireless,Reliance Communications,,
2024,November,Karnataka,wireless,Reliance Communications,214,
2024,November,Kerala,wireless,Reliance Communications,,
2024,November,Kolkata,wireless,Reliance Communications,,
2024,November,Madhya Pradesh,wireless,Reliance Communications,,
2024,November,Maharashtra,wireless,Reliance Communications,,
2024,November,Mumbai,wireless,Reliance Communications,11,
2024,November,North East,wireless,Reliance Communications,,
2024,November,Odisha,wireless,Reliance Communications,,
2024,November,Punjab,wireless,Reliance Communications,5,
2024,November,Rajasthan,wireless,Reliance Communications,89,
2024,November,Tamil Nadu,wireless,Reliance Communications,,
2024,November,Uttar Pradesh (East),wireless,Reliance Communications,,
2024,November,Uttar Pradesh (West),wireless,Reliance Communications,,
2024,November,West Bengal,wireless,Reliance Communications,4,
2024,November,All India,wireless,Reliance Communications,340,
2024,November,Andhra Pradesh,wireless,Vodafone Idea,10138599,
2024,November,Assam,wireless,Vodafone Idea,1436362,
2024,November,Bihar,wireless,Vodafone Idea,7454845,
2024,November,Delhi,wireless,Vodafone Idea,16808326,
2024,November,Gujarat,wireless,Vodafone Idea,19815105,
2024,November,Haryana,wireless,Vodafone Idea,6454877,
2024,November,Himachal Pradesh,wireless,Vodafone Idea,380490,
2024,November,Jammu and Kashmir,wireless,Vodafone Idea,261339,
2024,November,Karnataka,wireless,Vodafone Idea,6494622,
2024,November,Kerala,wireless,Vodafone Idea,13109867,
2024,November,Kolkata,wireless,Vodafone Idea,5009300,
2024,November,Madhya Pradesh,wireless,Vodafone Idea,14225490,
2024,November,Maharashtra,wireless,Vodafone Idea,20957137,
2024,November,Mumbai,wireless,Vodafone Idea,10722373,
2024,November,North East,wireless,Vodafone Idea,666730,
2024,November,Odisha,wireless,Vodafone Idea,1382612,
2024,November,Punjab,wireless,Vodafone Idea,6161777,
2024,November,Rajasthan,wireless,Vodafone Idea,9446954,
2024,November,Tamil Nadu,wireless,Vodafone Idea,15040723,
2024,November,Uttar Pradesh (East),wireless,Vodafone Idea,16161262,
2024,November,Uttar Pradesh (West),wireless,Vodafone Idea,14694545,
2024,November,West Bengal,wireless,Vodafone Idea,12151771,
2024,November,All India,wireless,Vodafone Idea,208975106,
2024,November,Andhra Pradesh,wireless,BSNL,6799880,
2024,November,Assam,wireless,BSNL,2990873,
2024,November,Bihar,wireless,BSNL,5977315,
2024,November,Delhi,wireless,BSNL,,
2024,November,Gujarat,wireless,BSNL,3326904,
2024,November,Haryana,wireless,BSNL,4131662,
2024,November,Himachal Pradesh,wireless,BSNL,1658686,
2024,November,Jammu and Kashmir,wireless,BSNL,874481,
2024,November,Karnataka,wireless,BSNL,4575413,
2024,November,Kerala,wireless,BSNL,8727432,
2024,November,Kolkata,wireless,BSNL,1459804,
