year,month,circle,type_of_connection,service_provider,value,unit,notes
2025,February,Odisha,wireless,MTNL,,value in absolute number,
2025,February,Punjab,wireless,MTNL,,value in absolute number,
2025,February,Rajasthan,wireless,MTNL,,value in absolute number,
2025,February,Tamil Nadu,wireless,MTNL,,value in absolute number,
2025,February,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2025,February,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2025,February,West Bengal,wireless,MTNL,,value in absolute number,
2025,February,All India,wireless,MTNL,1000279,value in absolute number,
2025,February,Andhra Pradesh,wireless,Reliance Jio,31790196,value in absolute number,
2025,February,Assam,wireless,Reliance Jio,9722615,value in absolute number,
2025,February,Bihar,wireless,Reliance Jio,41361261,value in absolute number,
2025,February,Delhi,wireless,Reliance Jio,19700790,value in absolute number,
2025,February,Gujarat,wireless,Reliance Jio,29967554,value in absolute number,
2025,February,Haryana,wireless,Reliance Jio,8314955,value in absolute number,
2025,February,Himachal Pradesh,wireless,Reliance Jio,3212893,value in absolute number,
2025,February,Jammu and Kashmir,wireless,Reliance Jio,4848972,value in absolute number,
2025,February,Karnataka,wireless,Reliance Jio,24638183,value in absolute number,
2025,February,Kerala,wireless,Reliance Jio,10718043,value in absolute number,
2025,February,Kolkata,wireless,Reliance Jio,10685633,value in absolute number,
2025,February,Madhya Pradesh,wireless,Reliance Jio,44977398,value in absolute number,
2025,February,Maharashtra,wireless,Reliance Jio,42370458,value in absolute number,
2025,February,Mumbai,wireless,Reliance Jio,13045333,value in absolute number,
2025,February,North East,wireless,Reliance Jio,4293124,value in absolute number,
2025,February,Odisha,wireless,Reliance Jio,15821044,value in absolute number,
2025,February,Punjab,wireless,Reliance Jio,11328559,value in absolute number,
2025,February,Rajasthan,wireless,Reliance Jio,26301466,value in absolute number,
2025,February,Tamil Nadu,wireless,Reliance Jio,24623436,value in absolute number,
2025,February,Uttar Pradesh (East),wireless,Reliance Jio,41378733,value in absolute number,
2025,February,Uttar Pradesh (West),wireless,Reliance Jio,24260684,value in absolute number,
2025,February,West Bengal,wireless,Reliance Jio,24227775,value in absolute number,
2025,February,All India,wireless,Reliance Jio,467589105,value in absolute number,
2025,January,Andhra Pradesh,wireless,Bharti Airtel (Including Tata Tele.),33735002,value in absolute number,
2025,January,Assam,wireless,Bharti Airtel (Including Tata Tele.),11984141,value in absolute number,
2025,January,Bihar,wireless,Bharti Airtel (Including Tata Tele.),40672414,value in absolute number,
2025,January,Delhi,wireless,Bharti Airtel (Including Tata Tele.),18561878,value in absolute number,
2025,January,Gujarat,wireless,Bharti Airtel (Including Tata Tele.),12308365,value in absolute number,
2025,January,Haryana,wireless,Bharti Airtel (Including Tata Tele.),7134781,value in absolute number,
2025,January,Himachal Pradesh,wireless,Bharti Airtel (Including Tata Tele.),3565291,value in absolute number,
2025,January,Jammu and Kashmir,wireless,Bharti Airtel (Including Tata Tele.),6110170,value in absolute number,
2025,January,Karnataka,wireless,Bharti Airtel (Including Tata Tele.),32216163,value in absolute number,
2025,January,Kerala,wireless,Bharti Airtel (Including Tata Tele.),8891514,value in absolute number,
2025,January,Kolkata,wireless,Bharti Airtel (Including Tata Tele.),5450894,value in absolute number,
2025,January,Madhya Pradesh,wireless,Bharti Airtel (Including Tata Tele.),16521520,value in absolute number,
2025,January,Maharashtra,wireless,Bharti Airtel (Including Tata Tele.),22510042,value in absolute number,
2025,January,Mumbai,wireless,Bharti Airtel (Including Tata Tele.),10099114,value in absolute number,
2025,January,North East,wireless,Bharti Airtel (Including Tata Tele.),6273468,value in absolute number,
2025,January,Odisha,wireless,Bharti Airtel (Including Tata Tele.),11749063,value in absolute number,
2025,January,Punjab,wireless,Bharti Airtel (Including Tata Tele.),12422911,value in absolute number,
2025,January,Rajasthan,wireless,Bharti Airtel (Including Tata Tele.),23235660,value in absolute number,
2025,January,Tamil Nadu,wireless,Bharti Airtel (Including Tata Tele.),29966292,value in absolute number,
2025,January,Uttar Pradesh (East),wireless,Bharti Airtel (Including Tata Tele.),36432568,value in absolute number,
2025,January,Uttar Pradesh (West),wireless,Bharti Airtel (Including Tata Tele.),18808741,value in absolute number,
2025,January,West Bengal,wireless,Bharti Airtel (Including Tata Tele.),18310281,value in absolute number,
2025,January,All India,wireless,Bharti Airtel (Including Tata Tele.),386960273,value in absolute number,
2025,January,Andhra Pradesh,wireless,Reliance Communications,0,value in absolute number,
2025,January,Assam,wireless,Reliance Communications,0,value in absolute number,
2025,January,Bihar,wireless,Reliance Communications,0,value in absolute number,
2025,January,Delhi,wireless,Reliance Communications,2,value in absolute number,
2025,January,Gujarat,wireless,Reliance Communications,16,value in absolute number,
2025,January,Haryana,wireless,Reliance Communications,0,value in absolute number,
2025,January,Himachal Pradesh,wireless,Reliance Communications,0,value in absolute number,
2025,January,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2025,January,Karnataka,wireless,Reliance Communications,427,value in absolute number,
2025,January,Kerala,wireless,Reliance Communications,0,value in absolute number,
2025,January,Kolkata,wireless,Reliance Communications,0,value in absolute number,
2025,January,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2025,January,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2025,January,Mumbai,wireless,Reliance Communications,58,value in absolute number,
2025,January,North East,wireless,Reliance Communications,0,value in absolute number,
2025,January,Odisha,wireless,Reliance Communications,0,value in absolute number,
2025,January,Punjab,wireless,Reliance Communications,6,value in absolute number,
2025,January,Rajasthan,wireless,Reliance Communications,81,value in absolute number,
2025,January,Tamil Nadu,wireless,Reliance Communications,0,value in absolute number,
2025,January,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2025,January,Uttar Pradesh (West),wireless,Reliance Communications,0,value in absolute number,
2025,January,West Bengal,wireless,Reliance Communications,9,value in absolute number,
2025,January,All India,wireless,Reliance Communications,599,value in absolute number,
2025,January,Andhra Pradesh,wireless,Vodafone Idea,9878936,value in absolute number,
2025,January,Assam,wireless,Vodafone Idea,1419772,value in absolute number,
2025,January,Bihar,wireless,Vodafone Idea,7532447,value in absolute number,
2025,January,Delhi,wireless,Vodafone Idea,16605020,value in absolute number,
2025,January,Gujarat,wireless,Vodafone Idea,19682084,value in absolute number,
2025,January,Haryana,wireless,Vodafone Idea,6369739,value in absolute number,
2025,January,Himachal Pradesh,wireless,Vodafone Idea,374422,value in absolute number,
2025,January,Jammu and Kashmir,wireless,Vodafone Idea,258390,value in absolute number,
2025,January,Karnataka,wireless,Vodafone Idea,6572969,value in absolute number,
2025,January,Kerala,wireless,Vodafone Idea,12991598,value in absolute number,
2025,January,Kolkata,wireless,Vodafone Idea,4905270,value in absolute number,
2025,January,Madhya Pradesh,wireless,Vodafone Idea,13784241,value in absolute number,
2025,January,Maharashtra,wireless,Vodafone Idea,20513105,value in absolute number,
2025,January,Mumbai,wireless,Vodafone Idea,10682247,value in absolute number,
2025,January,North East,wireless,Vodafone Idea,649714,value in absolute number,
2025,January,Odisha,wireless,Vodafone Idea,1384864,value in absolute number,
2025,January,Punjab,wireless,Vodafone Idea,6077318,value in absolute number,
2025,January,Rajasthan,wireless,Vodafone Idea,9219961,value in absolute number,
2025,January,Tamil Nadu,wireless,Vodafone Idea,14854350,value in absolute number,
2025,January,Uttar Pradesh (East),wireless,Vodafone Idea,15975202,value in absolute number,
2025,January,Uttar Pradesh (West),wireless,Vodafone Idea,14446899,value in absolute number,
2025,January,West Bengal,wireless,Vodafone Idea,11742282,value in absolute number,
2025,January,All India,wireless,Vodafone Idea,205920830,value in absolute number,
2025,January,Andhra Pradesh,wireless,BSNL,6870976,value in absolute number,
2025,January,Assam,wireless,BSNL,2974004,value in absolute number,
2025,January,Bihar,wireless,BSNL,5972157,value in absolute number,
2025,January,Delhi,wireless,BSNL,,value in absolute number,
2025,January,Gujarat,wireless,BSNL,3310773,value in absolute number,
2025,January,Haryana,wireless,BSNL,4188584,value in absolute number,
2025,January,Himachal Pradesh,wireless,BSNL,1668449,value in absolute number,
2025,January,Jammu and Kashmir,wireless,BSNL,869359,value in absolute number,
2025,January,Karnataka,wireless,BSNL,4564330,value in absolute number,
2025,January,Kerala,wireless,BSNL,8743507,value in absolute number,
2025,January,Kolkata,wireless,BSNL,1460493,value in absolute number,
2025,January,Madhya Pradesh,wireless,BSNL,5146819,value in absolute number,
2025,January,Maharashtra,wireless,BSNL,5428930,value in absolute number,
2025,January,Mumbai,wireless,BSNL,,value in absolute number,
2025,January,North East,wireless,BSNL,1286014,value in absolute number,
2025,January,Odisha,wireless,BSNL,5577316,value in absolute number,
2025,January,Punjab,wireless,BSNL,4092355,value in absolute number,
2025,January,Rajasthan,wireless,BSNL,5614566,value in absolute number,
2025,January,Tamil Nadu,wireless,BSNL,7775426,value in absolute number,
2025,January,Uttar Pradesh (East),wireless,BSNL,8195114,value in absolute number,
2025,January,Uttar Pradesh (West),wireless,BSNL,5158043,value in absolute number,
2025,January,West Bengal,wireless,BSNL,2680341,value in absolute number,
2025,January,All India,wireless,BSNL,91577556,value in absolute number,
2025,January,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2025,January,Assam,wireless,MTNL,,value in absolute number,
2025,January,Bihar,wireless,MTNL,,value in absolute number,
2025,January,Delhi,wireless,MTNL,789583,value in absolute number,
2025,January,Gujarat,wireless,MTNL,,value in absolute number,
2025,January,Haryana,wireless,MTNL,,value in absolute number,
2025,January,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2025,January,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2025,January,Karnataka,wireless,MTNL,,value in absolute number,
2025,January,Kerala,wireless,MTNL,,value in absolute number,
2025,January,Kolkata,wireless,MTNL,,value in absolute number,
2025,January,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2025,January,Maharashtra,wireless,MTNL,,value in absolute number,
2025,January,Mumbai,wireless,MTNL,212730,value in absolute number,
2025,January,North East,wireless,MTNL,,value in absolute number,
2025,January,Odisha,wireless,MTNL,,value in absolute number,
2025,January,Punjab,wireless,MTNL,,value in absolute number,
2025,January,Rajasthan,wireless,MTNL,,value in absolute number,
2025,January,Tamil Nadu,wireless,MTNL,,value in absolute number,
2025,January,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2025,January,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2025,January,West Bengal,wireless,MTNL,,value in absolute number,
2025,January,All India,wireless,MTNL,1002313,value in absolute number,
2025,January,Andhra Pradesh,wireless,Reliance Jio,31814143,value in absolute number,
2025,January,Assam,wireless,Reliance Jio,9716277,value in absolute number,
2025,January,Bihar,wireless,Reliance Jio,41054184,value in absolute number,
2025,January,Delhi,wireless,Reliance Jio,19699756,value in absolute number,
2025,January,Gujarat,wireless,Reliance Jio,29884152,value in absolute number,
2025,January,Haryana,wireless,Reliance Jio,8313864,value in absolute number,
2025,January,Himachal Pradesh,wireless,Reliance Jio,3216554,value in absolute number,
2025,January,Jammu and Kashmir,wireless,Reliance Jio,4879387,value in absolute number,
2025,January,Karnataka,wireless,Reliance Jio,24561452,value in absolute number,
2025,January,Kerala,wireless,Reliance Jio,10710707,value in absolute number,
2025,January,Kolkata,wireless,Reliance Jio,10667894,value in absolute number,
2025,January,Madhya Pradesh,wireless,Reliance Jio,44530127,value in absolute number,
2025,January,Maharashtra,wireless,Reliance Jio,42273388,value in absolute number,
2025,January,Mumbai,wireless,Reliance Jio,12943616,value in absolute number,
2025,January,North East,wireless,Reliance Jio,4254085,value in absolute number,
2025,January,Odisha,wireless,Reliance Jio,15706581,value in absolute number,
2025,January,Punjab,wireless,Reliance Jio,11299809,value in absolute number,
2025,January,Rajasthan,wireless,Reliance Jio,26245012,value in absolute number,
2025,January,Tamil Nadu,wireless,Reliance Jio,24639667,value in absolute number,
2025,January,Uttar Pradesh (East),wireless,Reliance Jio,41139830,value in absolute number,
2025,January,Uttar Pradesh (West),wireless,Reliance Jio,24143459,value in absolute number,
2025,January,West Bengal,wireless,Reliance Jio,24130088,value in absolute number,
2025,January,All India,wireless,Reliance Jio,465824032,value in absolute number,
2024,December,Andhra Pradesh,wireless,Bharti Airtel (Including Tata Tele.),33765442,value in absolute number,
2024,December,Assam,wireless,Bharti Airtel (Including Tata Tele.),11914048,value in absolute number,
2024,December,Bihar,wireless,Bharti Airtel (Including Tata Tele.),40498909,value in absolute number,
